Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
BA;Bahia;Mulheres;2008;29399;410.79;506.84;7156642
BA;Bahia;Mulheres;2009;30385;421.72;510.92;7204952
BA;Bahia;Mulheres;2010;31434;433.98;514.56;7243152
BA;Bahia;Mulheres;2011;32638;448.79;521.66;7272485
BA;Bahia;Mulheres;2012;33462;458.12;520.8;7304125
BA;Bahia;Mulheres;2013;33937;462.55;514.73;7336948
BA;Bahia;Mulheres;2014;34502;468.14;510.17;7369969
BA;Bahia;Mulheres;2015;36988;499.57;531.35;7404007
BA;Bahia;Mulheres;2016;36352;488.85;508.42;7436202
BA;Bahia;Mulheres;2017;37998;508.95;516.62;7465929
BA;Bahia;Mulheres;2018;38058;507.69;502.97;7496331
BA;Bahia;Mulheres;2019;39660;526.68;508.87;7530241
BA;Bahia;Mulheres;2020;44958;594.49;563.76;7562472
BA;Bahia;Mulheres;2021;49467;651.94;608.13;7587700
BA;Bahia;Mulheres;2022;46554;612.2;554.92;7604380
BA;Bahia;Mulheres;2023;44544;584.77;520.9;7617375
BA;Bahia;Mulheres;2024;45796;600.04;521.33;7632196
BA;Bahia;Mulheres;2025;45629;596.74;504.75;7646388
CE;Ceará;Ambos;2000;33641;436.24;588.17;7711598
CE;Ceará;Ambos;2001;35726;457.14;624.09;7815114
CE;Ceará;Ambos;2002;39172;495.14;669.28;7911267
CE;Ceará;Ambos;2003;40972;512.11;684.44;8000590
CE;Ceará;Ambos;2004;41178;509.3;680.42;8085167
CE;Ceará;Ambos;2005;39867;488.16;645.55;8166770
CE;Ceará;Ambos;2006;40793;494.52;646.58;8248964
CE;Ceará;Ambos;2007;40426;485.48;624.88;8327037
CE;Ceará;Ambos;2008;43100;512.97;652.13;8402114
CE;Ceará;Ambos;2009;44194;521.49;652.04;8474592
CE;Ceará;Ambos;2010;43847;513.57;629.38;8537726
CE;Ceará;Ambos;2011;47886;557.35;670.71;8591799
CE;Ceará;Ambos;2012;48712;563.41;664.22;8645927
CE;Ceará;Ambos;2013;51638;593.46;686.9;8701148
CE;Ceará;Ambos;2014;51950;593.23;674.19;8757083
CE;Ceará;Ambos;2015;55258;626.78;702.66;8816218
CE;Ceará;Ambos;2016;54276;611.69;674.66;8873158
CE;Ceará;Ambos;2017;59263;664.07;716;8924184
CE;Ceará;Ambos;2018;57028;635.29;673.44;8976628
CE;Ceará;Ambos;2019;56580;626.19;654.11;9035631
CE;Ceará;Ambos;2020;69512;764.8;788.41;9088929
CE;Ceará;Ambos;2021;73683;807.09;825.51;9129520
CE;Ceará;Ambos;2022;64664;705.71;706.06;9162955
CE;Ceará;Ambos;2023;60635;659.31;648.73;9196672
CE;Ceará;Ambos;2024;63496;687.66;661.31;9233656
CE;Ceará;Ambos;2025;63870;689.08;648.05;9268836
CE;Ceará;Homens;2000;18870;501.32;695.75;3764086
CE;Ceará;Homens;2001;20346;533.4;751.58;3814404
CE;Ceará;Homens;2002;22150;573.72;800.92;3860742
CE;Ceará;Homens;2003;23084;591.37;824.72;3903460
CE;Ceará;Homens;2004;23189;587.99;817.24;3943757
CE;Ceará;Homens;2005;22744;571.09;786.95;3982576
CE;Ceará;Homens;2006;23145;575.52;786.06;4021591
CE;Ceará;Homens;2007;23145;570.31;767.75;4058351
CE;Ceará;Homens;2008;24606;601.1;804.41;4093467
CE;Ceará;Homens;2009;25076;607.57;803.07;4127231
CE;Ceará;Homens;2010;25325;609.23;787.86;4156885
CE;Ceará;Homens;2011;27378;654.62;838.35;4182285
CE;Ceará;Homens;2012;28361;674.07;842.64;4207446
CE;Ceará;Homens;2013;30020;709.17;873.34;4233113
CE;Ceará;Homens;2014;30382;713.33;864.5;4259187
CE;Ceará;Homens;2015;31463;733.88;883.76;4287211
CE;Ceará;Homens;2016;30867;715.46;851.97;4314303
CE;Ceará;Homens;2017;33842;780.05;905.96;4338467
CE;Ceará;Homens;2018;32334;740.98;849.87;4363676
CE;Ceará;Homens;2019;31107;708.17;810.33;4392602
CE;Ceará;Homens;2020;39651;897.54;1012.87;4417737
CE;Ceará;Homens;2021;41031;925.02;1036.78;4435709
CE;Ceará;Homens;2022;35650;800.99;884.94;4450766
CE;Ceará;Homens;2023;33471;749.36;812.75;4466617
CE;Ceará;Homens;2024;35624;794.41;843.35;4484346
CE;Ceará;Homens;2025;35503;788.76;819.69;4501122
CE;Ceará;Mulheres;2000;14409;365.01;488.01;3947512
CE;Ceará;Mulheres;2001;15167;379.11;508.69;4000710
CE;Ceará;Mulheres;2002;16729;413.01;549.04;4050525
CE;Ceará;Mulheres;2003;17309;422.47;553.52;4097130
CE;Ceará;Mulheres;2004;17683;426.98;555.04;4141410
CE;Ceará;Mulheres;2005;17055;407.61;519.14;4184194
CE;Ceará;Mulheres;2006;17601;416.36;523.19;4227373
CE;Ceará;Mulheres;2007;17241;403.89;499.01;4268686
CE;Ceará;Mulheres;2008;18473;428.74;519.08;4308647
CE;Ceará;Mulheres;2009;19093;439.19;520.4;4347361
CE;Ceará;Mulheres;2010;18484;421.93;490.79;4380841
CE;Ceará;Mulheres;2011;20380;462.18;524.72;4409514
CE;Ceará;Mulheres;2012;20263;456.53;508.23;4438481
CE;Ceará;Mulheres;2013;21520;481.64;524.4;4468035
CE;Ceará;Mulheres;2014;21460;477.11;508.19;4497896
CE;Ceará;Mulheres;2015;23715;523.62;545.09;4529007
CE;Ceará;Mulheres;2016;23363;512.48;521.91;4558855
CE;Ceará;Mulheres;2017;25377;553.39;550.25;4585717
CE;Ceará;Mulheres;2018;24643;534.21;519.86;4612952
CE;Ceará;Mulheres;2019;25418;547.44;520.23;4643029
CE;Ceará;Mulheres;2020;29834;638.68;597.88;4671192
CE;Ceará;Mulheres;2021;32608;694.7;646.47;4693811
CE;Ceará;Mulheres;2022;28988;615.17;553.63;4712189
CE;Ceará;Mulheres;2023;27139;573.76;507.28;4730055
CE;Ceará;Mulheres;2024;27818;585.73;504.89;4749310
CE;Ceará;Mulheres;2025;28344;594.5;499.9;4767714
DF;Distrito Federal;Ambos;2000;8572;392.18;758.24;2185722
DF;Distrito Federal;Ambos;2001;8760;389.89;738.04;2246785
DF;Distrito Federal;Ambos;2002;9066;393.44;750.72;2304285
DF;Distrito Federal;Ambos;2003;9095;385.67;714.8;2358214
DF;Distrito Federal;Ambos;2004;9609;398.94;737.88;2408645
DF;Distrito Federal;Ambos;2005;9425;383.8;700.73;2455721
DF;Distrito Federal;Ambos;2006;9513;380.55;683.16;2499801
DF;Distrito Federal;Ambos;2007;9866;388.45;682.13;2539867
DF;Distrito Federal;Ambos;2008;10284;399.1;681.89;2576812
DF;Distrito Federal;Ambos;2009;10459;400.39;661.53;2612218
DF;Distrito Federal;Ambos;2010;10851;410.4;668.9;2643977
DF;Distrito Federal;Ambos;2011;11253;420.98;663.16;2673022
DF;Distrito Federal;Ambos;2012;11308;418.36;642.55;2702947
DF;Distrito Federal;Ambos;2013;11408;417.32;625.25;2733626
DF;Distrito Federal;Ambos;2014;12018;434.74;637.82;2764386
DF;Distrito Federal;Ambos;2015;11975;428.47;614.09;2794821
DF;Distrito Federal;Ambos;2016;12050;426.76;592.42;2823570
DF;Distrito Federal;Ambos;2017;12514;439.04;596.29;2850314
DF;Distrito Federal;Ambos;2018;12157;422.79;553.81;2875413
DF;Distrito Federal;Ambos;2019;12804;441.56;563.35;2899708
DF;Distrito Federal;Ambos;2020;16218;555.14;690.35;2921417
DF;Distrito Federal;Ambos;2021;19079;649.38;777.38;2938025
DF;Distrito Federal;Ambos;2022;14457;489.67;575.09;2952426
DF;Distrito Federal;Ambos;2023;14079;474.43;538.43;2967543
DF;Distrito Federal;Ambos;2024;15878;532.32;583.1;2982818
DF;Distrito Federal;Ambos;2025;15103;503.95;533.06;2996899
DF;Distrito Federal;Homens;2000;5094;485.17;953.46;1049937
DF;Distrito Federal;Homens;2001;5161;478.22;913.38;1079219
DF;Distrito Federal;Homens;2002;5324;481.06;935.67;1106723
DF;Distrito Federal;Homens;2003;5408;477.54;912.09;1132465
DF;Distrito Federal;Homens;2004;5608;484.91;910.34;1156509
DF;Distrito Federal;Homens;2005;5517;467.95;874.17;1178960
DF;Distrito Federal;Homens;2006;5456;454.68;848.3;1199970
DF;Distrito Federal;Homens;2007;5631;461.93;842.09;1219024
DF;Distrito Federal;Homens;2008;5892;476.5;847.17;1236523
DF;Distrito Federal;Homens;2009;6037;481.72;834.95;1253207
DF;Distrito Federal;Homens;2010;6195;488.52;843.46;1268106
DF;Distrito Federal;Homens;2011;6417;500.67;837.24;1281691
DF;Distrito Federal;Homens;2012;6485;500.48;810.69;1295764
DF;Distrito Federal;Homens;2013;6399;488.36;780.33;1310311
DF;Distrito Federal;Homens;2014;6796;512.93;806.62;1324937
DF;Distrito Federal;Homens;2015;6684;499.03;770.98;1339405
DF;Distrito Federal;Homens;2016;6756;499.33;749.66;1353010
DF;Distrito Federal;Homens;2017;6867;502.85;743.63;1365608
DF;Distrito Federal;Homens;2018;6681;485.04;697.71;1377411
DF;Distrito Federal;Homens;2019;7030;506.21;710.95;1388762
DF;Distrito Federal;Homens;2020;9159;654.9;911.11;1398532
DF;Distrito Federal;Homens;2021;10608;754.75;1007.04;1405505
DF;Distrito Federal;Homens;2022;7733;547.84;725.96;1411536
DF;Distrito Federal;Homens;2023;7598;535.77;690.05;1418136
DF;Distrito Federal;Homens;2024;8496;596.27;744.99;1424857
DF;Distrito Federal;Homens;2025;7975;557.31;676.89;1430980
DF;Distrito Federal;Mulheres;2000;3415;300.67;596.37;1135785
DF;Distrito Federal;Mulheres;2001;3519;301.4;591.24;1167566
DF;Distrito Federal;Mulheres;2002;3672;306.62;597.1;1197562
DF;Distrito Federal;Mulheres;2003;3600;293.7;554.33;1225749
DF;Distrito Federal;Mulheres;2004;3928;313.7;592.17;1252136
DF;Distrito Federal;Mulheres;2005;3849;301.47;558.53;1276761
DF;Distrito Federal;Mulheres;2006;3990;306.96;549.52;1299831
DF;Distrito Federal;Mulheres;2007;4143;313.66;551.82;1320843
DF;Distrito Federal;Mulheres;2008;4290;320.08;547.16;1340289
DF;Distrito Federal;Mulheres;2009;4327;318.39;522.48;1359011
DF;Distrito Federal;Mulheres;2010;4536;329.68;529.16;1375871
DF;Distrito Federal;Mulheres;2011;4710;338.52;523.86;1391331
DF;Distrito Federal;Mulheres;2012;4725;335.78;506.45;1407183
DF;Distrito Federal;Mulheres;2013;4922;345.81;500.49;1423315
DF;Distrito Federal;Mulheres;2014;5154;358.05;503.76;1439449
DF;Distrito Federal;Mulheres;2015;5257;361.2;490.47;1455416
DF;Distrito Federal;Mulheres;2016;5271;358.43;469.18;1470560
DF;Distrito Federal;Mulheres;2017;5625;378.86;480.63;1484706
DF;Distrito Federal;Mulheres;2018;5466;364.89;442.65;1498002
DF;Distrito Federal;Mulheres;2019;5773;382.08;449.27;1510946
DF;Distrito Federal;Mulheres;2020;7053;463.13;525.49;1522885
DF;Distrito Federal;Mulheres;2021;8461;552.1;604.22;1532520
DF;Distrito Federal;Mulheres;2022;6691;434.23;460.89;1540890
DF;Distrito Federal;Mulheres;2023;6471;417.64;426.32;1549407
DF;Distrito Federal;Mulheres;2024;7380;473.7;463.8;1557961
DF;Distrito Federal;Mulheres;2025;7122;454.81;426.36;1565919
ES;Espírito Santo;Ambos;2000;17632;554.27;842.22;3181143
ES;Espírito Santo;Ambos;2001;17687;547.65;824.87;3229643
ES;Espírito Santo;Ambos;2002;17618;537.49;791.72;3277799
ES;Espírito Santo;Ambos;2003;18404;553.4;807.1;3325612
ES;Espírito Santo;Ambos;2004;18630;552.3;789.94;3373196
ES;Espírito Santo;Ambos;2005;18676;545.98;766.53;3420621
ES;Espírito Santo;Ambos;2006;19665;567.25;778.28;3466704
ES;Espírito Santo;Ambos;2007;19641;559.27;749.74;3511878
ES;Espírito Santo;Ambos;2008;20447;574.78;756.69;3557343
ES;Espírito Santo;Ambos;2009;20396;566.18;731.1;3602364
ES;Espírito Santo;Ambos;2010;21205;582.41;741.43;3640888
ES;Espírito Santo;Ambos;2011;21403;582.23;725.45;3676063
ES;Espírito Santo;Ambos;2012;21616;581.97;709.18;3714258
ES;Espírito Santo;Ambos;2013;21651;576.78;688.18;3753762
ES;Espírito Santo;Ambos;2014;22030;580.67;677.61;3793919
ES;Espírito Santo;Ambos;2015;22332;582.47;667.13;3834033
ES;Espírito Santo;Ambos;2016;22868;590.77;663.17;3870870
ES;Espírito Santo;Ambos;2017;24112;617.54;677.84;3904551
ES;Espírito Santo;Ambos;2018;23500;596.88;640.33;3937119
ES;Espírito Santo;Ambos;2019;24431;615.39;645.99;3970009
ES;Espírito Santo;Ambos;2020;29111;727.51;746.78;4001467
ES;Espírito Santo;Ambos;2021;32801;814.42;821.38;4027541
ES;Espírito Santo;Ambos;2022;27992;691;685.07;4050913
ES;Espírito Santo;Ambos;2023;27315;670.13;649.06;4076068
ES;Espírito Santo;Ambos;2024;28142;686.03;647.29;4102129
ES;Espírito Santo;Ambos;2025;29361;711.46;654.56;4126854
ES;Espírito Santo;Homens;2000;10779;686.56;1076.78;1570006
ES;Espírito Santo;Homens;2001;10731;673.57;1047.24;1593163
ES;Espírito Santo;Homens;2002;10712;662.77;1007.87;1616247
ES;Espírito Santo;Homens;2003;11104;677.39;1029.12;1639239
ES;Espírito Santo;Homens;2004;11336;682;1013.18;1662167
ES;Espírito Santo;Homens;2005;11318;671.67;983.98;1685057
ES;Espírito Santo;Homens;2006;11703;685.49;983.46;1707247
ES;Espírito Santo;Homens;2007;11826;683.97;958.23;1729018
ES;Espírito Santo;Homens;2008;12269;700.71;966.36;1750930
ES;Espírito Santo;Homens;2009;12066;680.72;922.35;1772544
ES;Espírito Santo;Homens;2010;12710;709.71;954.2;1790874
ES;Espírito Santo;Homens;2011;12663;700.54;925.52;1807596
ES;Espírito Santo;Homens;2012;12804;701.19;908.47;1826032
ES;Espírito Santo;Homens;2013;12768;691.93;882.05;1845261
ES;Espírito Santo;Homens;2014;12832;688.11;860.23;1864806
ES;Espírito Santo;Homens;2015;12927;686.03;847.63;1884322
ES;Espírito Santo;Homens;2016;13200;693.98;842.8;1902081
ES;Espírito Santo;Homens;2017;14001;729.92;870.12;1918162
ES;Espírito Santo;Homens;2018;13333;689.53;805.23;1933626
ES;Espírito Santo;Homens;2019;13843;710.21;814.3;1949133
ES;Espírito Santo;Homens;2020;16608;845.76;952.48;1963689
ES;Espírito Santo;Homens;2021;18224;922.53;1021.18;1975434
ES;Espírito Santo;Homens;2022;15553;783.18;852.96;1985869
ES;Espírito Santo;Homens;2023;15319;767;815.22;1997255
ES;Espírito Santo;Homens;2024;15620;777.43;806.44;2009173
ES;Espírito Santo;Homens;2025;16282;805.88;817.23;2020408
ES;Espírito Santo;Mulheres;2000;6844;424.79;632.53;1611137
ES;Espírito Santo;Mulheres;2001;6946;424.45;625.97;1636480
ES;Espírito Santo;Mulheres;2002;6884;414.31;598.79;1661552
ES;Espírito Santo;Mulheres;2003;7265;430.81;611.27;1686373
ES;Espírito Santo;Mulheres;2004;7271;424.95;590.98;1711029
ES;Espírito Santo;Mulheres;2005;7322;421.88;574.92;1735564
ES;Espírito Santo;Mulheres;2006;7867;447.13;595.03;1759457
ES;Espírito Santo;Mulheres;2007;7741;434.19;564.69;1782860
ES;Espírito Santo;Mulheres;2008;8116;449.29;570.54;1806413
ES;Espírito Santo;Mulheres;2009;8245;450.59;559.13;1829820
ES;Espírito Santo;Mulheres;2010;8445;456.48;553.51;1850014
ES;Espírito Santo;Mulheres;2011;8696;465.41;550.21;1868467
ES;Espírito Santo;Mulheres;2012;8790;465.52;534.52;1888226
ES;Espírito Santo;Mulheres;2013;8859;464.19;519.51;1908501
ES;Espírito Santo;Mulheres;2014;9178;475.76;517.42;1929113
ES;Espírito Santo;Mulheres;2015;9387;481.46;511.03;1949711
ES;Espírito Santo;Mulheres;2016;9647;490;507.96;1968789
ES;Espírito Santo;Mulheres;2017;10097;508.31;512.74;1986389
ES;Espírito Santo;Mulheres;2018;10133;505.77;496.52;2003493
ES;Espírito Santo;Mulheres;2019;10568;522.94;500.56;2020876
ES;Espírito Santo;Mulheres;2020;12401;608.56;571.5;2037778
ES;Espírito Santo;Mulheres;2021;14471;705.18;651.49;2052107
ES;Espírito Santo;Mulheres;2022;12361;598.58;538.35;2065044
ES;Espírito Santo;Mulheres;2023;11952;574.94;505.05;2078813
ES;Espírito Santo;Mulheres;2024;12439;594.33;509.13;2092956
ES;Espírito Santo;Mulheres;2025;13034;618.77;514.62;2106446
GO;Goiás;Ambos;2000;23175;450.66;739.75;5142445
GO;Goiás;Ambos;2001;23921;455.3;747.31;5253910
GO;Goiás;Ambos;2002;25634;477.89;772.4;5363945
GO;Goiás;Ambos;2003;25697;469.57;751.19;5472469
GO;Goiás;Ambos;2004;27545;493.65;781.6;5579832
GO;Goiás;Ambos;2005;26834;471.89;735.03;5686497
GO;Goiás;Ambos;2006;27211;469.72;722.52;5793069
GO;Goiás;Ambos;2007;28153;477.45;723.05;5896546
GO;Goiás;Ambos;2008;30146;502.55;744.64;5998618
GO;Goiás;Ambos;2009;30496;500.01;727.35;6099136
GO;Goiás;Ambos;2010;32656;527.99;755.72;6184917
GO;Goiás;Ambos;2011;34154;545.24;762.5;6263998
GO;Goiás;Ambos;2012;36000;566.82;773.45;6351217
GO;Goiás;Ambos;2013;36254;562.8;750.29;6441772
GO;Goiás;Ambos;2014;37808;578.49;757.89;6535659
GO;Goiás;Ambos;2015;38854;586;751.7;6630429
GO;Goiás;Ambos;2016;38074;566.53;707.99;6720503
GO;Goiás;Ambos;2017;39973;587.36;723.11;6805532
GO;Goiás;Ambos;2018;39507;573.53;688.17;6888446
GO;Goiás;Ambos;2019;41025;588.19;692.31;6974736
GO;Goiás;Ambos;2020;48358;684.93;791.08;7060290
GO;Goiás;Ambos;2021;60712;851.03;957.26;7133954
GO;Goiás;Ambos;2022;47270;656.41;731.86;7201254
GO;Goiás;Ambos;2023;45041;619.17;672.61;7274463
GO;Goiás;Ambos;2024;47830;650.71;688.85;7350483
GO;Goiás;Ambos;2025;46912;631.93;652.32;7423629
GO;Goiás;Homens;2000;14022;548.54;890.59;2556247
GO;Goiás;Homens;2001;14383;551.08;898.53;2609949
GO;Goiás;Homens;2002;15398;578.17;925.16;2663211
GO;Goiás;Homens;2003;15378;566.21;899.87;2715959
GO;Goiás;Homens;2004;16529;597.07;940.48;2768339
GO;Goiás;Homens;2005;16160;572.93;890.6;2820613
GO;Goiás;Homens;2006;16203;564;866.07;2872874
GO;Goiás;Homens;2007;16850;576.32;871.7;2923719
GO;Goiás;Homens;2008;17977;604.48;897.19;2973959
GO;Goiás;Homens;2009;18144;600.14;877.53;3023308
GO;Goiás;Homens;2010;19380;632.15;912.33;3065711
GO;Goiás;Homens;2011;20380;656.35;928.49;3105050
GO;Goiás;Homens;2012;21394;679.55;934.62;3148260
GO;Goiás;Homens;2013;21492;673.07;909.29;3193129
GO;Goiás;Homens;2014;22375;690.69;920.71;3239527
GO;Goiás;Homens;2015;23099;702.92;920.14;3286144
GO;Goiás;Homens;2016;22841;685.9;879.33;3330095
GO;Goiás;Homens;2017;23647;701.4;890.91;3371392
GO;Goiás;Homens;2018;23243;681.29;845.28;3411592
GO;Goiás;Homens;2019;23853;690.76;845.44;3453150
GO;Goiás;Homens;2020;28408;813.14;983.64;3493635
GO;Goiás;Homens;2021;35135;996.09;1176.36;3527288
GO;Goiás;Homens;2022;26997;758.76;892.38;3558054
GO;Goiás;Homens;2023;25746;716.62;822.38;3592708
GO;Goiás;Homens;2024;27273;751.54;843.92;3628940
GO;Goiás;Homens;2025;26690;728.5;799.92;3663669
GO;Goiás;Mulheres;2000;9016;348.62;591.87;2586198
GO;Goiás;Mulheres;2001;9430;356.66;602;2643961
GO;Goiás;Mulheres;2002;10128;375.01;624.84;2700734
GO;Goiás;Mulheres;2003;10202;370.11;608.37;2756510
GO;Goiás;Mulheres;2004;10912;388.12;629.85;2811493
GO;Goiás;Mulheres;2005;10553;368.23;586.68;2865884
GO;Goiás;Mulheres;2006;10891;372.95;586.15;2920195
GO;Goiás;Mulheres;2007;11188;376.34;581.61;2972827
GO;Goiás;Mulheres;2008;12017;397.3;600.1;3024659
GO;Goiás;Mulheres;2009;12201;396.67;585.41;3075828
GO;Goiás;Mulheres;2010;13125;420.78;608.56;3119206
GO;Goiás;Mulheres;2011;13620;431.16;606.95;3158948
GO;Goiás;Mulheres;2012;14448;451.08;621.01;3202957
GO;Goiás;Mulheres;2013;14593;449.2;601;3248643
GO;Goiás;Mulheres;2014;15267;463.18;605.2;3296132
GO;Goiás;Mulheres;2015;15579;465.84;594.14;3344285
GO;Goiás;Mulheres;2016;15090;445.08;549.06;3390408
GO;Goiás;Mulheres;2017;16171;470.89;567.59;3434140
GO;Goiás;Mulheres;2018;16174;465.19;543.41;3476854
GO;Goiás;Mulheres;2019;17081;485.04;551.87;3521586
GO;Goiás;Mulheres;2020;19864;556.94;617.3;3566655
GO;Goiás;Mulheres;2021;25510;707.3;760.62;3606666
GO;Goiás;Mulheres;2022;20176;553.8;587.5;3643200
GO;Goiás;Mulheres;2023;19213;521.84;537.79;3681755
GO;Goiás;Mulheres;2024;20489;550.55;550.49;3721543
GO;Goiás;Mulheres;2025;20176;536.6;520.66;3759960
MA;Maranhão;Ambos;2000;16041;271.54;421.98;5907492
MA;Maranhão;Ambos;2001;19792;330.65;513.7;5985865
MA;Maranhão;Ambos;2002;21490;354.59;546.7;6060566
MA;Maranhão;Ambos;2003;22524;367.25;562.56;6133227
MA;Maranhão;Ambos;2004;22823;367.8;563.38;6205349
MA;Maranhão;Ambos;2005;23931;381.21;573.61;6277575
MA;Maranhão;Ambos;2006;22643;356.3;529.02;6355062
MA;Maranhão;Ambos;2007;23821;370.53;546.08;6428834
MA;Maranhão;Ambos;2008;25407;390.95;571.99;6498707
MA;Maranhão;Ambos;2009;25734;391.97;567.23;6565252
MA;Maranhão;Ambos;2010;26091;394.06;561.75;6621117
MA;Maranhão;Ambos;2011;28970;434.51;612.11;6667356
MA;Maranhão;Ambos;2012;28838;429.69;594.71;6711398
MA;Maranhão;Ambos;2013;30919;457.88;621.03;6752584
MA;Maranhão;Ambos;2014;32101;472.58;629;6792706
MA;Maranhão;Ambos;2015;33666;492.81;647.8;6831416
MA;Maranhão;Ambos;2016;34362;500.62;647.28;6863878
MA;Maranhão;Ambos;2017;35275;511.95;651.11;6890375
MA;Maranhão;Ambos;2018;34525;499.13;624.55;6917016
MA;Maranhão;Ambos;2019;35128;505.68;622.77;6946725
MA;Maranhão;Ambos;2020;43271;620.73;759.59;6970988
MA;Maranhão;Ambos;2021;44654;639;771.08;6988154
MA;Maranhão;Ambos;2022;39936;570.67;676.07;6998087
MA;Maranhão;Ambos;2023;38747;553.27;643.14;7003234
MA;Maranhão;Ambos;2024;40143;572.57;652.81;7010960
MA;Maranhão;Ambos;2025;40460;576.5;643.9;7018211
MA;Maranhão;Homens;2000;9327;316.75;497.2;2944565
MA;Maranhão;Homens;2001;11537;386.75;606.15;2983091
MA;Maranhão;Homens;2002;12542;415.35;646.51;3019588
MA;Maranhão;Homens;2003;13143;430.22;668.37;3054920
MA;Maranhão;Homens;2004;13433;434.75;674.14;3089837
MA;Maranhão;Homens;2005;14147;452.76;688.04;3124580
MA;Maranhão;Homens;2006;13395;423.67;637.09;3161670
MA;Maranhão;Homens;2007;14100;441.08;658.69;3196732
MA;Maranhão;Homens;2008;15125;468.31;695.77;3229665
MA;Maranhão;Homens;2009;15349;470.7;690.73;3260858
MA;Maranhão;Homens;2010;15654;476.3;690.93;3286583
MA;Maranhão;Homens;2011;17316;523.51;753.56;3307645
MA;Maranhão;Homens;2012;17237;517.95;729.44;3327945
MA;Maranhão;Homens;2013;18609;556.02;768.72;3346846
MA;Maranhão;Homens;2014;19440;577.68;783.47;3365185
MA;Maranhão;Homens;2015;20056;592.88;797.45;3382805
MA;Maranhão;Homens;2016;20615;606.81;807.09;3397278
MA;Maranhão;Homens;2017;20919;613.67;803.8;3408839
MA;Maranhão;Homens;2018;20156;589.23;763.37;3420732
MA;Maranhão;Homens;2019;20401;594.04;760.97;3434285
MA;Maranhão;Homens;2020;25821;749.6;959.95;3444631
MA;Maranhão;Homens;2021;26266;761.13;961.29;3450910
MA;Maranhão;Homens;2022;22914;663.44;824.22;3453809
MA;Maranhão;Homens;2023;22514;651.67;793.43;3454807
MA;Maranhão;Homens;2024;23448;678.25;809.71;3457140
MA;Maranhão;Homens;2025;23632;683.18;800.72;3459140
MA;Maranhão;Mulheres;2000;6658;224.71;348.19;2962927
MA;Maranhão;Mulheres;2001;8169;272.05;422.51;3002774
MA;Maranhão;Mulheres;2002;8873;291.78;449.81;3040978
MA;Maranhão;Mulheres;2003;9329;303.06;460.5;3078307
MA;Maranhão;Mulheres;2004;9356;300.3;456.78;3115512
MA;Maranhão;Mulheres;2005;9738;308.85;464.16;3152995
MA;Maranhão;Mulheres;2006;9188;287.72;425.47;3193392
MA;Maranhão;Mulheres;2007;9660;298.88;439.53;3232102
MA;Maranhão;Mulheres;2008;10225;312.78;455.48;3269042
MA;Maranhão;Mulheres;2009;10327;312.52;450.92;3304394
MA;Maranhão;Mulheres;2010;10395;311.74;440.24;3334534
MA;Maranhão;Mulheres;2011;11590;344.97;480.19;3359711
MA;Maranhão;Mulheres;2012;11545;341.22;468.8;3383453
MA;Maranhão;Mulheres;2013;12257;359.89;483.51;3405738
MA;Maranhão;Mulheres;2014;12587;367.23;484.79;3427521
MA;Maranhão;Mulheres;2015;13558;393.14;509.03;3448611
MA;Maranhão;Mulheres;2016;13688;394.85;500.13;3466600
MA;Maranhão;Mulheres;2017;14295;410.59;509.92;3481536
MA;Maranhão;Mulheres;2018;14295;408.86;497.12;3496284
MA;Maranhão;Mulheres;2019;14661;417.4;496.13;3512440
MA;Maranhão;Mulheres;2020;17395;493.29;579.46;3526357
MA;Maranhão;Mulheres;2021;18304;517.47;599.21;3537244
MA;Maranhão;Mulheres;2022;16945;478.09;541.86;3544278
MA;Maranhão;Mulheres;2023;16145;454.99;506.86;3548427
MA;Maranhão;Mulheres;2024;16603;467.19;509.99;3553820
MA;Maranhão;Mulheres;2025;16778;471.42;502.06;3559071
MG;Minas Gerais;Ambos;2000;96161;528.03;743.34;18211412
MG;Minas Gerais;Ambos;2001;97981;531.86;741.01;18422253
MG;Minas Gerais;Ambos;2002;97844;525.35;719.93;18624410
MG;Minas Gerais;Ambos;2003;104760;556.75;751.63;18816368
MG;Minas Gerais;Ambos;2004;107340;564.98;750.08;18998797
MG;Minas Gerais;Ambos;2005;106275;554.31;721.96;19172436
MG;Minas Gerais;Ambos;2006;111807;578.24;741.19;19335903
MG;Minas Gerais;Ambos;2007;111366;571.48;718.25;19487371
MG;Minas Gerais;Ambos;2008;112756;574.31;707.91;19633228
MG;Minas Gerais;Ambos;2009;114301;578.01;697.71;19774776
MG;Minas Gerais;Ambos;2010;120803;607.47;719.1;19886309
MG;Minas Gerais;Ambos;2011;122653;613.83;708.03;19981515
MG;Minas Gerais;Ambos;2012;125074;622.44;701.33;20094110
MG;Minas Gerais;Ambos;2013;125850;622.57;685.41;20214721
MG;Minas Gerais;Ambos;2014;127703;627.81;675.15;20340917
MG;Minas Gerais;Ambos;2015;131274;641.29;673.33;20470203
MG;Minas Gerais;Ambos;2016;135257;656.96;673.99;20588168
MG;Minas Gerais;Ambos;2017;138118;667.4;668.05;20695003
MG;Minas Gerais;Ambos;2018;135619;651.98;636.51;20801238
MG;Minas Gerais;Ambos;2019;141022;674.21;642.3;20916751
MG;Minas Gerais;Ambos;2020;152128;723.32;673.45;21032009
